Index,Acreage_data Page,Pop_data Page,STATE/SUPERINTENDENCY,TRIBE,AGENCY,RESERVATION,YEAR,POPULATION,ACREAGE,SCHOOL,N_STUDENTS,DAY Y/N/B,BOARDING_N_ACC,DAY_N_ACC,STUDENTS_ENROLL,AVG_ATTENDANCE,N_MISSIONARIES,ARCHIVE NOTES,,
11574,,484,Idaho,Bannock,Lemhi Agency,,1897,82,,,,,,,,,,,,
11575,,,Idaho,,,Fort Lapwai ,1897,NA,NA,Fort Lapwai Boarding,,N,250,,154,108,,,,
11576,432,484,Idaho,Nez Perce,Nez Perce Agency,,1897,1647,32020 (a),,,,,,,,4,,,
11577,432,484,Indian Territory ,,Quapaw Agency,,1897,,,Quapaw Boarding,,N,90,,99,87,,,,
11578,432,484,Indian Territory ,Peoria,Quapaw Agency,,1897,174,6851 (a),,,,,,,,,,,
11579,432,484,Indian Territory ,Ottawa,Quapaw Agency,,1897,167,1587 (a),,,,,,,,4,,,
11580,432,484,Indian Territory ,Quapaw,Quapaw Agency,,1897,239,NA,,,,,,,,4,,,
11581,432,484,Indian Territory ,Modoc,Quapaw Agency,,1897,52,NA,,,,,,,,3,,,
11582,432,484,Indian Territory ,Seneca,Quapaw Agency,,1897,312,26086 (a),,,,,,,,2,,,
11583,432,484,Indian Territory ,Eastern Shawnee,Quapaw Agency,,1897,90,2543 (a),,,,,,,,1,,,
11584,,484,Indian Territory ,Miami ,Quapaw Agency,,1897,95,,,,,,,,,1,,,
11585,432,484,Indian Territory ,Wyandotte,Quapaw Agency,,1897,319,535 (a),,,,,,,,3,,,
11586,,,Indian Territory ,,Quapaw Agency,,1897,NA,NA,"Seneca, Shawnee, and Wyandotte Boarding",,N,130,,111,90,,,,
11587,432,484,Indian Territory ,,Union Agency,,1897,,,,,,,,,,,pop: taken from report of last year. ,,
11588,432,484,Indian Territory ,Cherokee,Union Agency,,1897,25388,5031351 (a),,,,,,,,,pop: exclusive of Negroes. ,,
11589,432,484,Indian Territory ,Chickasaw,Union Agency,,1897,6000,4650935 (a),,,,,,,,,,,
11590,432,484,Indian Territory ,Choctaw,Union Agency,,1897,17819,6688000 (a),,,,,,,,,,,
11591,432,484,Indian Territory ,Creek ,Union Agency,,1897,13863,3040000 (a),,,,,,,,,,,
11592,432,484,Indian Territory ,Seminole,Union Agency,,1897,2900,375000 (a),,,,,,,,,,,
11593,432,484,Iowa,Sac and Fox of Mississippi,Sac and Fox Agency,,1897,394,2900 (a),Sac and Fox Day ,,Y,,40,44,21,2,,,
11594,432,484,Kansas,,Pottawatomie and Great Nemaha Agency,,1897,,,,,,,,,,2,,,
11595,,484,Kansas,Pottawatomie (prairie band),Pottawatomie and Great Nemaha Agency,,1897,525,19059 (a),Pottawatomie Boarding,,N,80,,92,82,NA,,,
11596,432,484,Kansas,Kickapoo,Pottawatomie and Great Nemaha Agency,,1897,234,7604 (a),Kickapoo Boarding,,N,30,,42,41,NA,,,
11597,432,484,Kansas,Iowa,Pottawatomie and Great Nemaha Agency,,1897,176,NA,,,,,,,,NA,acres: In Kansas and Nebraska,,
11598,,484,Kansas,Sac and Fox of Missouri,Pottawatomie and Great Nemaha Agency,,1897,82,1616 (a),,,,,,,,NA,,,
11599,,484,Kansas,Munsee (or Christian),Pottawatomie and Great Nemaha Agency,,1897,57,,,,,,,,,Agency,,,
11600,,484,Kansas,Chippewa,Pottawatomie and Great Nemaha Agency,,1897,21,,,,,,,,,Agency,,,
11601,432,,Kansas,Chippewa and Munsee,Pottawatomie and Great Nemaha Agency,,1897,NA,4395 (a),,,,,,,,,,,
11602,,,Kansas,,Pottawatomie and Great Nemaha Agency,,1897,NA,NA,Great Nemaha Boarding,,N,40,,47,37,,,,
11603,,,Kansas,,,Lawrence,1897,NA,NA,Haskell Institute,,N,500,,648,502,,,,
11604,,,Kansas,,,Jackson county ,1897,NA,NA,"Public Day, District No. 32",,Y,,NA,2,2,,,,
11605,,,Kansas,,,Jackson county ,1897,NA,NA,"Public Day, District No. 37",,Y,,NA,3,3,,,,
11606,,,Kansas,,,Jackson county ,1897,NA,NA,"Public Day, District No. 74",,Y,,NA,8,4,,,,
11607,,486,Michigan,L'Anse and Vieux de Sert,No agent,,1897,721,5266 (a),,,,,,,,,pop: taken from report of last year,,
11608,,486,Michigan,"Chippewa of Saginaw, Swan Creek, and Black River",No agent,Isabella,1897,630,NA,,,,,,,,,pop: taken from report of last year,,
11609,,486,Michigan,Pottawatomie of Huron,No agent,,1897,77,,,,,,,,,,pop: taken from report of last year,,
11610,,486,Michigan,Ottawa and Chippewa,No agent,,1897,6000,,,,,,,,,,pop: taken from report of last year,,
11611,,,Michigan,Ontonagon band of Chippewas of Lake Superior ,No agent,Ontonagon,1897,NA,678 (a),,,,,,,,,,,
11612,,,Michigan,,,Baraga,1897,NA,NA,Chippewa Boarding,,N,150,,40,35,,,,
11613,,,Michigan,,,Baraga,1897,NA,NA,Chippewa Day ,,Y,,40,40,26,,,,
11614,,,Michigan,,,Mount Pleasant,1897,NA,NA,Mount Pleasant Training,,N,160,,165,137,,,,
11615,,,Michigan,,,Harbor Springs,1897,NA,NA,Harbor Springs Boarding,,N,200,,95,92,,,,
11616,,,Michigan,,,Point Iroquois,1897,NA,NA,Point Iroquois Day,,Y,,NA,49,22,,,,
11617,,,Michigan,,,Isabella County ,1897,NA,NA,Isabella County District No. 1 Public Day ,,Y,,NA,6,3,,,,
11618,434,486,Minnesota,,White Earth Agency,,1897,NA,703512 (a),White Earth Boarding,,N,40,,50,42,16,"acres: These lands have been ceded by the Indians to the Government, but are not yet open to sale or settlement. ",,
11619,434,486,Minnesota,Mississippi Chippewa,White Earth Agency,,1897,1372,Agency,,,,,,,,,,,
11620,434,486,Minnesota,Gull Lake Mississippi Chippewa,White Earth Agency,,1897,326,Agency,,,,,,,,,,,
11621,434,486,Minnesota,White Oak Point Mississippi Chippewa,White Earth Agency,,1897,721,,,,,,,,,,,,
11622,434,486,Minnesota,Mille Lac Mississippi Chippewa,White Earth Agency,,1897,1234,61014 (a),,,,,,,,,"acres: These lands have been ceded by the Indians to the Government, but are not yet open to sale or settlement. ",,
11623,434,486,Minnesota,Ottertail Pillager Chippewa,White Earth Agency,,1897,690,Agency,,,,,,,,,,,
11624,434,486,Minnesota,Leech Lake Pillager Chippewa,White Earth Agency,,1897,1153,NA,Leech Lake Boarding,,N,50,,63,42,,"acres: These lands have been ceded by the Indians to the Government, but are not yet open to sale or settlement. ",,
11625,434,486,Minnesota,Cass and Winnebagoshish Chippewa,White Earth Agency,,1897,434,,,,,,,,,,,,
11626,434,486,Minnesota,Red Lake Chippewa,White Earth Agency,,1897,1351,800000 (a),Red Lake Boarding,,N,50,,50,37,,,,
11627,434,486,Minnesota,Pembina Chippewa,White Earth Agency,,1897,266,Agency,,,,,,,,,,,
11628,434,486,Minnesota,Fond du Lac Chippewa,White Earth Agency,,1897,74,,,,,,,,,,,,
11629,434,,Minnesota,"Lake Winnebagoshish, Pillager bands of Chippewas and White Oak Point band of Mississippi Chippewas",White Earth Agency,White Oak Point and Chippewa,1897,NA,NA,,,,,,,,,"acres: These lands have been ceded by the Indians to the Government, but are not yet open to sale or settlement. ",,
11630,,,Minnesota,,White Earth Agency,,1897,NA,NA,Pine Point Boarding,,N,100,,100,78,,,,
11631,,,Minnesota,,White Earth Agency,,1897,NA,NA,Wild Rice River Boarding,,N,65,,91,69,,,,
11632,,,Minnesota,,White Earth Agency,,1897,NA,NA,St. Benedict's Orphan,,N,150,,87,81,,,,
11633,,,Minnesota,,White Earth Agency,,1897,NA,NA,Red Lake Boarding (St. Mary's),,N,100,,62,50,,,,
11634,,,Minnesota,,White Earth Agency,,1897,NA,NA,Gull Lake Day ,,Y, ,30,16,6,,,,
11635,,,Minnesota,,,Birch Cooley,1897,NA,NA,Birch Cooley Day ,,Y,,36,21,13,,,,
11636,,,Minnesota,,,Clontarf,1897,NA,NA,Clontarf Boarding,,N,80,,56,52,,,,
11637,,,Minnesota,,,Morris,1897,NA,NA,Morris Boarding,,N,100,,43,32,,,,
11638,,,Minnesota,,,Pipestone,1897,NA,NA,Pipestone Training,,N,90,,114,98,,,,
11639,,486,Montana,Piegan,Blackfeet Agency,,1897,1892,1760000 (a),Blackfeet Boarding,,N,125,,146,125,15,pop: This term includes Blackfeet and Blood Indians merged with Piegans. ,,
11640,,,Montana,,Blackfeet Agency,,1897,NA,NA,Holy Family Boarding,,N,140,,72,62,,,,
11641,,486,Montana,Crow ,Crow Agency,,1897,2139,3504000 (a),Crow Boarding,,N,160,,134,113,4,,,
11642,,,Montana,,Crow Agency,,1897,NA,NA,Montana Boarding,,N,60,,55,52,,,,
11643,,,Montana,,Crow Agency,,1897,NA,NA,St. Xavier's Boarding,,N,200,,84,79,,,,
11644,,486,Montana,,Flathead Agency,,1897,,1433600 (a),St. Ignatius Boarding,,N,450,,265,243,6,,,
11645,,486,Montana,Kootenai from Idaho ,Flathead Agency,,1897,40,,,,,,,,,,,,
11646,,486,Montana,"Flathead, Pend d'Oreilles, and Kootenai (confederated)",Flathead Agency,,1897,1631,,,,,,,,,,,,
11647,,486,Montana,Spokane,Flathead Agency,,1897,91,,,,,,,,,,,,
11648,,486,Montana,Lower Kalispel,Flathead Agency,,1897,51,,,,,,,,,,,,
11649,,486,Montana,Charlot's band of Flathead,Flathead Agency,,1897,185,,,,,,,,,,,,
11650,,486,Montana,,Fort Belknap Agency,,1897,NA,537600 (a),Fort Belknap Boarding,,N,100,,119,101,1,,,
11651,,486,Montana,Gros Ventre,Fort Belknap Agency,,1897,594,,,,,,,,,,,,
11652,,486,Montana,Assinniboine,Fort Belknap Agency,,1897,711,,,,,,,,,,,,
11653,,,Montana,,Fort Belknap Agency,,1897,NA,NA,St. Paul's Boarding,,N,300, ,103,83,,,,
11654,,486,Montana,,Fort Peck Agency,,1897,NA,1776000 (a),Poplar River Boarding,,N,200,,244,195,4,,,
11655,,486,Montana,Yanktonnais Sioux,Fort Peck Agency,,1897,1219,,,,,,,,,,,,
11656,,486,Montana,Assinniboine,Fort Peck Agency,,1897,702,,,,,,,,,,,,
11657,,486,Montana,Northern Cheyenne,Tongue River Agency,,1897,1330,371200 (a),Agency Day ,,Y,,40,30,19,,,,
11658,,,Montana,,Tongue River Agency,,1897,NA,NA,St. Labre's Boarding,,N,60,,40,30,,,,
11659,,,Montana,,,Fort Shaw,1897,NA,NA,Fort Shaw Training,,N,250,,224,195,,,,
11660,,486,Nebraska,,Omaha and Winnebago Agency,,1897,NA,,,,,,,,,,,,
11661,,486,Nebraska,Winnebago ,Omaha and Winnebago Agency,,1897,1153,27495 (a),Winnebago Boarding,,N,100,,108,95,1,,,
11662,,486,Nebraska,Omaha,Omaha and Winnebago Agency,,1897,1170,65191 (a),Omaha Boarding,,N,75,,101,91,1,,,
11663,,,Nebraska,,,Thurston County ,1897,NA,NA,"Public Day, District No. 8",,B,,NA,6,1 + 6,,,,
11664,,,Nebraska,,,Thurston County ,1897,NA,NA,"Public Day, District No. 13",,B,,NA,12,8 + 9,,,,
11665,,,,,,Thurston County ,1897,NA,NA,"Public Day, District No. 14",,B,,NA,18,11 + 9,,,,
11666,,,,,,Thurston County ,1897,NA,NA,"Public Day, District No. 17",,B,,NA,14,6 + 3,,,,
11667,,,,,,Boyd County ,1897,NA,NA,"Public Day, District No. 14",,B,,NA,5,3 + 10,,,,
11668,,488,Nebraska,,Santee Agency,,1897,,,Santee Boading,,N,80,,53,37,,,,
11669,,488,Nebraska,Santee Sioux,Santee Agency,,1897,988,NA,Santee Normal Training,,N,90,,81,80,17,,,
11670,,488,Nebraska,Santee Sioux of Flandreau,Santee Agency,,1897,293,,,,,,,,,7,,,
11671,,488,Nebraska,Ponca in Nebraska,Santee Agency,,1897,214,NA,Ponca Day ,,Y,,34,35,24,1,,,
11672,,,Nebraska,,Santee Agency,,1897,NA,NA,Hope Boarding,,N,60,,54,45,,,,
11673,,,Nebraska,,,Genoa,1897,NA,NA,Genoa Training,,N,350,,248,212,,,,
11674,,,Nebraska,,,Knox County,1897,NA,NA,"Public Day, District No. 36",,Y,,NA,14,9,,,,
11675,,,Nebraska,,,Knox County,1897,NA,NA,"Public Day, District No. 67",,Y,,NA,NA,NA,,students: No report received from this school.,,
11676,,,Nebraska,,,Knox County,1897,NA,NA,"Public Day, District No. 69",,Y,,NA,NA,NA,,students: No report received from this school.,,
11677,,,Nebraska,,,Knox County,1897,NA,NA,"Public Day, District No. 104",,Y,,NA,21,7,,,,
11678,,,Nebraska,,,Knox County,1897,NA,NA,"Public Day, District No. 105",,Y,,NA,2,1,,,,
11679,,488,Nevada,Pah-Ute at Pyramid Lake ,Nevada Agency,,1897,562,322000(a),Pyramid Lake Boarding,,N,120,,104,85,1,,,
11680,,488,Nevada,Pah-Ute at Walker River,Nevada Agency,,1897,589,318815 (a),Walker River Day,,Y,,30,48,30,,,,
11681,,,Nevada,,,Carson,1897,NA,NA,Carson Training,,N,135,,136,126,,,,
11682,,,Nevada,"Chemehuvei (Tantawas), Kai-ba-bit, Pawipit, Pai-Ute, and Shiwits",Nevada Agency,Moapa River,1897,NA,1000 (a),,,,,,,,,,,
11683,,488,Nevada,,Western Shoshone Agency,,1897,NA,,Western Shoshone Boarding,,N,50,,65,53,,,,
11684,,488,Nevada,Shoshone ,Western Shoshone Agency,,1897,423,Agency,,,,,,,,,,,
11685,,488,Nevada,Pi-Ute,Western Shoshone Agency,,1897,222,Agency,,,,,,,,,,,
11686,,,Nevada,Pai-Ute and Western Shoshone,Western Shoshone Agency,Duck Valley,1897,NA,312320 (a),,,,,,,,,acres: Partly in Idaho,,
11687,,,Nevada,,,Lander County ,1897,NA,NA,"Public Day, Walsh District ",,Y,,NA,5,2,,,,
11688,,488,Nevada,Indians in Nevada not under an agent,No agent,,1897,6815,,,,,,,,,,pop: taken from report of last year. ,,
11689,,488,New Mexico,Mescalero Apache,Mescalero Agency,,1897,447,,Mescalero Boarding,,N,100,,106,91,,,,
11690,,,New Mexico,,,Albuquerque,1897,NA,NA,Albuquerque Training,,N,300,,346,298,,,,
11691,,488,New Mexico,,Pueblo Agency,,1897,,,,,,,,,,,,,
11692,,488,New Mexico,Pueblo,Pueblo Agency,,1897,8536,,,,,,,,,1,pop: taken from report of last year. ,,
11693,,488,New Mexico,Jicarilla Apache,Pueblo Agency,,1897,841,286400 (a),,,,,,,,2,,,
11694,,,New Mexico,Pueblo,Pueblo Agency,Jemez,1897,NA,17510 (a),Jemez Day ,,Y,,40,60,35,,,,
11695,,,New Mexico,Pueblo,Pueblo Agency,Acoma,1897,NA,95792 (a),Acoma Day,,Y,,50,45,25,,,,
11696,,,New Mexico,Pueblo,Pueblo Agency,San Juan ,1897,NA,17545 (a),San Juan Day ,,Y,,50,24,15,,,,
11697,,,New Mexico,Pueblo,Pueblo Agency,Picuris,1897,NA,17461 (a),,,,,,,,,,,
11698,,,New Mexico,Pueblo,Pueblo Agency,San Felipe,1897,NA,34767 (a),San Felipe Day ,,Y,,40,50,23,,,,
11699,,,New Mexico,Pueblo,Pueblo Agency,Pecos,1897,NA,18763 (a),,,,,,,,,,,
11700,,,New Mexico,Pueblo,Pueblo Agency,Cochiti,1897,NA,24256 (a),Cochite Day,,Y,,30,39,16,,,,
11701,,,New Mexico,Pueblo,Pueblo Agency,St. Domingo ,1897,NA,74743 (a),Santo Domingo Day ,,Y,,50,27,12,,,,
11702,,,New Mexico,Pueblo,Pueblo Agency,Taos,1897,NA,17361 (a),Taos Day ,,Y,,30,36,22,,,,
11703,,,New Mexico,Pueblo,Pueblo Agency,Santa Clara,1897,NA,17369 (a),Santa Clara Day ,,Y,,30,38,18,,,,
11704,,,New Mexico,Pueblo,Pueblo Agency,Tesuque,1897,NA,17471 (a),,,,,,,,,,,
11705,,,New Mexico,Pueblo,Pueblo Agency,St. Ildefonso,1897,NA,17293 (a),,,,,,,,,,,
11706,,,New Mexico,Pueblo,Pueblo Agency,Pojoaque,1897,NA,13520 (a),,,,,,,,,,,
11707,,,New Mexico,Pueblo,Pueblo Agency,Zia,1897,NA,17515 (a),Zia Day ,,Y,,35,33,29,,,,
11708,,,New Mexico,Pueblo,Pueblo Agency,Sandia ,1897,NA,24187 (a),,,,,,,,,,,
11709,,,New Mexico,Pueblo,Pueblo Agency,Isleta,1897,NA,110080 (a),Isleta DAy ,,Y,,50,44,22,,,,
11710,,,New Mexico,Pueblo,Pueblo Agency,Nambe,1897,NA,13586 (a),,,,,,,,,,,
11711,,,New Mexico,Pueblo,Pueblo Agency,Laguna,1897,NA,125225 (a),Laguna Day ,,Y,,40,43,22,,,,
11712,,,New Mexico,Pueblo,Pueblo Agency,Santa Ana,1897,NA,17361 (a),,,,,,,,,,,
11713,,,New Mexico,Zuni,Pueblo Agency,,1897,NA,215040 (a),Zuni Boarding,,Y,,60,54,42,,students: Listed as a boarding school but students are listed under day (attendance),,
11714,,,New Mexico,,Pueblo Agency,,1897,NA,NA,Bernalillo boarding,,N,125,,68,65,,,,
11715,,,New Mexico,,Pueblo Agency,,1897,NA,NA,Pahuate Day,,Y,,30,54,15,,,,
11716,,,New Mexico,,,Santa Fe,1897,NA,NA,Santa Fe Training,,N,200,,249,203,,,,
11717,,488,New York ,,New York Agency,,1897,NA,NA,,,,,,,,,,,
11718,,488,New York ,,New York Agency,Allegany Reserve,1897,NA,30469 (a),,,,,,,,2,,,
11719,,488,New York ,Seneca,New York Agency,Allegany Reserve,1897,941,,,,,,,,,,,,
11720,,488,New York ,Onondaga,New York Agency,Allegany Reserve,1897,84,,,,,,,,,,,,
11721,,488,New York ,,New York Agency,Cattaraugus Reserve,1897,,21680 (a),,,,,,,,3,,,
11722,,488,New York ,Seneca,New York Agency,Cattaraugus Reserve,1897,1218,,,,,,,,,,,,
11723,,488,New York ,Onondaga,New York Agency,Cattaraugus Reserve,1897,22,,,,,,,,,,,,
11724,,488,New York ,Cayuga,New York Agency,Cattaraugus Reserve,1897,164,,,,,,,,,,,,
11725,,,New York ,Seneca,New York Agency,Oil Spring,1897,NA,640 (a),,,,,,,,,,,
11726,,488,New York ,Oneida,New York Agency,Oneida Reserve,1897,167,350 (a),,,,,,,,2,,,
11727,,488,New York ,,New York Agency,Onondaga Reserve,1897,,6100 (a),,,,,,,,3,,,
11728,,488,New York ,Onondaga,New York Agency,Onondaga Reserve,1897,382,,,,,,,,,,,,
11729,,488,New York ,Oneida,New York Agency,Onondaga Reserve,1897,108,,,,,,,,,,,,
11730,,488,New York ,St. Regis ,New York Agency,St. Regis Reserve,1897,1188,14640 (a),,,,,,,,3,,,
11731,,488,New York ,Seneca ,New York Agency,Tonawanda Reserve,1897,480,7549 (a),,,,,,,,3,,,
11732,,488,New York ,,New York Agency,Tuscarora Reserve,1897,,6249 (a),,,,,,,,2,,,
11733,,488,New York ,Tuscarora ,New York Agency,Tuscarora Reserve,1897,381,,,,,,,,,,,,
11734,,488,New York ,Onondaga,New York Agency,Tuscarora Reserve,1897,46,,,,,,,,,,,,
11735,,488,North Carolina ,Eastern Band of Cherokee,Under School Superintendent,,1897,1312,50000 (a),,,,,,,,,formerly Eastern Cherokee Agency,,
11736,,,North Carolina ,Eastern Band of North Carolina Cherokee,Under School Superintendent,Qualla boundary and other lands,1897,NA,15211 (a),,,,,,,,,formerly Eastern Cherokee Agency,,
11737,,,North Carolina ,Eastern Band of North Carolina Cherokee,Under School Superintendent,,1897,NA,33000 (a),,,,,,,,,formerly Eastern Cherokee Agency,,
11738,,,North Carolina ,,Under School Superintendent,,1897,NA,NA,Cherokee Boarding,,N,150,,163,129,,,,
11739,,,North Carolina ,,Under School Superintendent,,1897,NA,NA,Big Cove Day ,,Y,,60,42,12,,,,
11740,,,North Carolina ,,Under School Superintendent,,1897,NA,NA,Birdtown Day ,,Y,,50,58,24,,,,
11741,,,North Carolina ,,Under School Superintendent,,1897,NA,NA,Cherokee Day,,Y,,NA,6,3,,,,
11742,,490,North Dakota,,Devils Lake Agency,,1897,,,,,,,,,,8,,,
11743,,490,North Dakota,Sioux,Devils Lake Agency,,1897,1034,,,,,,,,,3,,,
11744,,490,North Dakota,Turtle Mountain Chippewa (full blood),Devils Lake Agency,,1897,271,,,,,,,,,Agency,,,
11745,,490,North Dakota,Turtle Mountain Chippewa mixed blood on reserve,Devils Lake Agency,,1897,1388,,,,,,,,,Agency,,,
11746,,490,North Dakota,Turtle Mountain Chippewa mixed blood outside of reserve,Devils Lake Agency,,1897,412,,,,,,,,,Agency,,,
11747,,490,North Dakota,Turtle Mountain Chippewa mixed blood on reserve but not recognized by commission of 1892,Devils Lake Agency,,1897,182,,,,,,,,,Agency,pop: taken from report of last year. ,,
11748,,,North Dakota,"Assiniboin, Cuthead, Santee, Sisseton, Yankton, and Wahpeton Sioux",Devils Lake Agency,Devil's Lake,1897,NA,98507 (a),,,,,,,,,,,
11749,,,North Dakota,Chippewas of the Mississippi ,Devils Lake Agency,Turtle Mountain,1897,NA,46080 (a),,,,,,,,,,,
11750,,,North Dakota,,Devils Lake Agency,,1897,NA,NA,Fort Totten Boarding,,N,350,,309,268,,,,
11751,,,North Dakota,,Devils Lake Agency,,1897,NA,NA,Turtle Mountain Boarding,,N,175,,120,109,,,,
11752,,,North Dakota,,Devils Lake Agency,,1897,NA,NA,"Turtle Mountain Day, No. 1",,Y,,50,62,30,,,,
11753,,,North Dakota,,Devils Lake Agency,,1897,NA,NA,"Turtle Mountain Day, No. 2",,Y,,50,64,22,,,,
11754,,,North Dakota,,Devils Lake Agency,,1897,NA,NA,"Turtle Mountain Day, No. 3",,Y,,40,73,31,,,,
11755,,490,North Dakota,,Fort Berthold Agency,,1897,NA,965120 (a),,,,,,,,2,,,
11756,440,490,North Dakota,Arickaree,Fort Berthold Agency,,1897,424,Agency,,,,,,,,,,,
11757,440,490,North Dakota,Mandan,Fort Berthold Agency,,1897,267,Agency,,,,,,,,,,,
11758,440,490,North Dakota,Gros Ventre,Fort Berthold Agency,,1897,469,Agency,,,,,,,,,,,
11759,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,Browning Boarding,,N,60,,78,60,,,,
11760,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,No. 1 Day ,,Y,,40,36,23,,,,
11761,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,No. 2 Day ,,Y,,40,26,22,,,,
11762,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,No. 3 Day ,,Y,,30,16,12,,,,
11763,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,No. 4 Day ,,Y,,40,39,34,,,,
11764,,,North Dakota,,Fort Berthold Agency,,1897,NA,NA,Mission Home Boarding,,N,50,,45,40,,,,
11765,440,490,North Dakota,"Sioux, Yanktonai, Hunkpapa, and Blackfeet bands",Standing Rock Agency,,1897,3720,2672640 (a),,,,,,,,34,,,
11766,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Agency Boarding,,N,110,,140,116,,,,
11767,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Agricultural Boarding,,N,100,,124,114,,,,
11768,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Grand River Boarding,,N,80,,91,69,,,,
11769,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Cannon Ball Day ,,Y,,40,42,35,,,,
11770,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,No. 1 Day,,Y,,30,20,17,,,,
11771,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,No. 2 Day ,,Y,,30,25,20,,,,
11772,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Bullhead Day ,,Y,,25,24,14,,,,
11773,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,Porcupine Day ,,Y,,30,33,9,,,,
11774,,,North Dakota,,Standing Rock Agency,,1897,NA,NA,St. Elizabeth Boarding,,N,50,,55,50,,,,
11775,440,490,Oklahoma,,Cheyenne and Arapaho Agency,,1897,,,,,,,,,,21,,,
11776,,490,Oklahoma,Arapaho,Cheyenne and Arapaho Agency,,1897,1005,,Arapaho Boarding,,N,130,,114,105,,,,
11777,,490,Oklahoma,Cheyenne,Cheyenne and Arapaho Agency,,1897,2089,,Cheyenne Boarding,,N,200,,143,122,,,,
11778,440,,Oklahoma,Southern Arapaho and Northern and Southern Cheyenne,Cheyenne and Arapaho Agency,,1897,NA,NA,,,,,,,,,,,
11779,,,Oklahoma,,Cheyenne and Arapaho Agency,,1897,NA,NA,Mennonite Boarding (agency),,N,45,,46,41,,,,
11780,,,Oklahoma,,Cheyenne and Arapaho Agency,,1897,NA,NA,Mennonite Boarding (cantonment),,N,65,,79,60,,,,
11781,,,Oklahoma,,Cheyenne and Arapaho Agency,,1897,NA,NA,Whirlwind Day ,,Y,,20,17,9,,,,
11782,,,Oklahoma,,Cheyenne and Arapaho Agency,,1897,NA,NA,Serger Colony Boarding,,N,120,,130,104,,,,
11783,,,Oklahoma,,,Chilocco ,1897,NA,NA,Chilocco Training,,N,450,,434,347,,,,
11784,440,490,Oklahoma,,Kiowa Agency,,1897,,2968893 (a),,,,,,,,13,,,
11785,440,490,Oklahoma,Kiowa,Kiowa Agency,,1897,1105,Agency,,,,,,,,,,,
11786,440,490,Oklahoma,Comanche,Kiowa Agency,,1897,1526,Agency,,,,,,,,,,,
11787,440,490,Oklahoma,Apache,Kiowa Agency,,1897,197,Agency,,,,,,,,,,,
11788,440,490,Oklahoma,Wichita and affiliated tribes,Kiowa Agency,,1897,958,743610 (a),,,,,,,,,"pop: these include Towaconie, Keechie, Waco, Caddo, and Delaware tribes. ",,
11789,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Riverside Boarding,,N,100,,99,94,,,,
11790,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Rainy Mountain Boarding,,N,50,,87,84,,,,
11791,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Fort Sill Boarding,,N,125,,138,129,,,,
11792,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Cache Creek Boarding,,N,50,,47,45,,,,
11793,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Mary Gregory Memorial Boarding,,N,40,,19,16,,,,
11794,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Methvin Institute,,N,100,,83,77,,,,
11795,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,St. Patrick's Boarding,,N,100,,70,67,,,,
11796,,,Oklahoma,,Kiowa Agency,,1897,NA,NA,Wichita Baptist Mission Boarding,,N,40,,23,22,,,,
11797,,490,Oklahoma,Apaches at Fort Sill,Under War Department ,,1897,301,,,,,,,,,,,,
11798,440,490,Oklahoma,,Osage Agency,,1897,,,,,,,,,,,,,
11799,440,490,Oklahoma,Osage,Osage Agency,,1897,1729,1470058 (a),Osage Boarding,,N,180,,170,131,3,,,
11800,440,490,Oklahoma,Kaw,Osage Agency,,1897,208,100137 (a),Kaw Boarding,,N,60,,58,55,,,,
11801,,,Oklahoma,,Osage Agency,,1897,NA,NA,St. John's Boarding,,N,150,,67,55,,,,
11802,,,Oklahoma,,Osage Agency,,1897,NA,NA,St. Louis Boarding,,N,125,,75,69,,,,
